#{"t_start": 1697684642.142205, "env_id": "LunarLander-v2"}
250.869416,741,34929.740941
241.747087,560,34930.167668
-7.295985,238,34930.25601
262.19919,810,34931.03808
209.213152,470,34931.374051
258.699022,426,34931.7047
241.19368,471,34931.988115
156.166029,1000,34933.336249
31.23294,234,34933.407529
142.791898,1000,34939.309508
166.139975,1000,34940.593058
153.345337,555,34947.680718
170.485456,483,34948.122312
282.575707,283,34948.270367
31.445514,231,34948.366688
248.508374,224,34948.466014
153.603544,557,34948.951651
-44.804501,148,34948.987869
235.329685,289,34949.127578
230.865332,284,34949.238463
261.948615,292,34949.390236
201.828955,412,35413.293968
227.406075,245,35413.435262
12.673995,1000,35414.432548
283.17417,195,35414.502852
195.919267,282,35414.613443
273.770728,366,35418.816519
132.59865,1000,35420.035286
196.019058,641,35420.74158
157.650982,1000,35421.864423
283.091225,300,35421.985198
230.428358,598,35422.453391
282.836091,218,35422.533563
285.789235,303,35422.668468
227.354394,245,35422.755698
267.408159,288,35422.918338
142.586664,1000,35424.129145
216.26842,601,35424.608862
171.334169,1000,35425.304274
172.849141,1000,35426.349933
154.991933,1000,35427.676794
243.15733,532,35429.072037
222.668297,220,35429.153787
89.830515,1000,35430.324682
129.130591,1000,35431.738926
203.109786,816,35432.679067
232.560463,266,35432.782657
212.749033,277,35432.92607
274.942611,341,35433.061446
204.15979,568,35433.553401
234.547709,889,35434.433571
256.883876,343,35434.582392
-11.897491,232,35434.65812
228.303704,324,35434.832503
237.71881,311,35434.987566
106.041732,1000,35436.019661
249.798588,539,35442.826657
162.218193,429,35443.085729
223.654235,329,35443.341425
188.182149,383,35443.607211
202.173332,324,35443.776042
230.581081,287,35443.924438
233.513558,540,35444.229544
252.43374,239,35444.321786
206.086748,373,35444.54081
213.245063,255,35444.641027
282.265585,412,35444.866921
-34.467948,237,35444.962884
-12.964199,358,35445.186189
254.03373,286,35445.348341
215.451043,677,35445.821926
189.056579,553,35450.105149
266.14241,292,35450.236858
234.388848,131,35450.269051
-126.416576,458,35450.502186
194.718778,382,35450.738341
235.0298,332,35450.87794
172.631917,352,35451.046521
65.777351,1000,35452.249914
241.584526,391,35452.485969
197.072936,437,35452.770273
248.306675,346,35452.939887
121.255843,1000,35453.832098
127.284676,672,35454.488258
220.14968,265,35454.619158
181.839925,454,35454.97249
248.423059,265,35459.188738
237.43344,485,35459.62761
268.503511,237,35459.714142
207.615765,444,35460.031532
240.985876,292,35460.140946
303.203579,187,35460.18936
240.975309,370,35460.450489
251.118947,409,35460.777979
247.883349,209,35460.837318
206.343294,424,35461.159691
179.455705,437,35461.391928
215.005654,396,35461.698201
195.368651,338,35461.944503
203.000395,429,35462.244045
242.463737,358,35462.435377
282.311419,316,35465.717236
217.558221,353,35465.906176
254.505143,238,35466.012226
269.484558,203,35466.066703
137.75469,796,35467.137876
218.885466,350,35467.38524
245.013932,285,35467.529639
222.974466,428,35467.903074
-55.328076,129,35467.92823
239.293886,309,35468.109139
-26.557931,228,35468.176497
263.416657,356,35468.349562
209.765167,321,35468.503243
239.515177,265,35468.605251
230.70336,288,35468.769988
257.249777,933,35472.697494
255.521837,273,35472.837156
242.292442,437,35473.122246
217.118421,246,35473.204287
194.586264,417,35473.512864
210.152919,512,35473.798129
116.64317,676,35474.260594
246.239901,225,35474.346447
-162.083239,360,35474.537927
-23.490757,269,35474.684927
237.1059,387,35474.956859
182.301106,990,35475.886702
206.987514,749,35476.835177
41.42417,161,35476.882818
163.837452,653,35477.309509
238.967992,477,35478.566006
12.438987,133,35478.595607
194.702681,547,35479.128179
253.146122,388,35479.371242
231.647876,273,35479.504346
241.985392,271,35479.613203
166.607871,446,35479.870121
232.82806,236,35479.949013
244.196865,236,35480.035951
237.07598,307,35480.159647
287.882807,207,35480.21864
-62.289834,232,35480.306774
234.467996,414,35480.676696
-69.82965,262,35480.760439
221.247601,310,35480.862747
251.504494,302,35486.536949
200.356699,343,35486.737985
207.675994,384,35486.940718
191.21058,592,35487.319188
236.902059,318,35487.481947
211.633932,332,35487.672059
245.807618,304,35487.841801
246.410875,663,35488.375063
230.168696,424,35488.604606
271.707125,290,35488.73862
188.430127,922,35489.736511
282.010005,247,35489.845345
184.006019,518,35490.23607
192.606502,617,35490.921496
279.469127,235,35491.013351
145.114125,1000,35496.032127
150.276352,1000,35496.839484
130.793277,1000,35497.915099
307.456859,219,35498.006931
271.800076,180,35498.054956
217.104292,499,35498.357042
190.793379,471,35498.625089
261.509702,310,35498.753821
217.241372,666,35499.554395
140.551819,1000,35500.546398
132.699515,1000,35501.493785
252.570627,494,35501.748227
229.842286,667,35502.236541
205.645881,604,35502.736389
-222.048861,316,35502.901598
208.585014,353,35504.115854
219.166519,285,35504.253179
218.675372,289,35504.397775
236.856567,555,35504.875601
210.242119,887,35505.63732
221.387948,256,35505.750418
237.047284,255,35505.838776
249.402919,400,35505.993971
278.465703,335,35506.167007
-159.243196,330,35506.344819
-159.441585,170,35506.388236
147.125678,1000,35507.008646
233.976388,438,35507.317436
225.809397,451,35507.670965
144.76076,1000,35508.776741
219.184907,385,35515.007775
207.646419,310,35515.168589
241.569274,333,35515.3504
223.937711,324,35515.528391
214.037469,459,35515.806581
199.033489,419,35516.05181
260.314256,260,35516.16236
-44.917291,289,35516.267188
237.277572,365,35516.483176
228.8522,441,35516.804563
215.400083,309,35516.952073
256.596811,269,35517.07993
160.909223,779,35517.649374
230.551318,314,35517.79533
306.437337,193,35517.851595
147.370968,651,35519.813427
-234.813734,459,35520.137862
146.439935,429,35520.331777
131.790869,985,35521.771015
261.010263,200,35521.823721
200.977294,838,35522.491375
265.453435,273,35522.593866
259.654299,257,35522.711741
179.021125,419,35522.910575
128.315232,760,35523.630919
212.495823,764,35524.177589
226.240009,271,35524.291724
272.343631,203,35524.356323
222.910666,332,35524.509327
-24.406045,142,35524.543216
274.508459,302,35531.300867
260.612994,271,35531.421262
234.483839,207,35531.482325
202.395099,277,35531.580869
200.41233,368,35531.760506
288.577649,189,35531.810796
-50.615212,211,35531.874367
190.805899,282,35531.99888
270.203303,243,35532.078141
248.746584,280,35532.22078
216.889617,251,35532.300512
273.567449,212,35532.369368
258.474487,284,35532.474955
262.616661,242,35532.579134
243.969987,257,35532.677349
263.045613,387,35536.22058
154.54165,411,35536.484073
153.184254,456,35536.823933
253.367056,460,35537.182002
267.193228,314,35537.332968
122.443792,693,35538.015816
-462.523937,334,35538.15617
23.808394,153,35538.196711
250.398977,546,35538.55362
-227.403323,323,35538.743758
227.307021,965,35539.680691
-186.690038,306,35539.838552
228.170829,390,35540.086056
227.249933,273,35540.217829
165.022036,298,35540.36691
280.896264,292,35544.21539
95.260438,1000,35544.994051
218.259471,287,35545.124453
18.574524,1000,35545.976953
236.193189,378,35546.161042
290.386786,220,35546.224031
242.735072,275,35546.360002
180.574074,342,35546.492146
182.372723,520,35546.811643
208.209924,388,35547.12357
160.435311,509,35547.457961
261.509708,262,35547.587808
211.510584,308,35547.77477
261.696427,201,35547.834857
211.893005,564,35548.308635
221.062427,657,35549.986678
253.604315,268,35550.129859
193.252624,424,35550.437608
53.712335,1000,35551.387244
139.093244,477,35551.694995
266.323019,289,35551.832501
238.933152,612,35552.289459
243.827996,330,35552.463763
168.691633,344,35552.651549
167.673064,470,35553.149046
235.169369,335,35553.358016
179.591568,421,35553.664037
149.920297,311,35553.838763
310.243987,208,35553.919692
155.283003,598,35557.488602
259.867329,228,35563.985176
-30.112856,1000,35564.672151
270.541812,214,35564.728725
214.732305,218,35564.796344
283.954319,196,35564.848463
195.419615,252,35564.952723
283.21012,226,35565.018783
20.365468,255,35565.096091
205.278494,482,35565.428227
248.045531,213,35565.500724
233.883534,762,35565.853906
257.379945,249,35565.950723
170.114718,405,35566.155058
3.779705,195,35566.212329
302.33745,165,35566.254745
252.486872,186,35570.675517
226.946178,428,35570.912732
230.106256,397,35571.085529
242.949817,290,35571.207475
280.630281,246,35571.298704
249.908431,239,35571.374301
252.484632,249,35571.478219
196.061911,217,35571.545999
88.487901,1000,35572.683953
173.135696,348,35572.891105
99.893859,1000,35573.78311
283.71504,222,35573.857246
254.832579,223,35573.926773
211.797764,875,35574.514943
254.382143,224,35574.572494
269.089591,334,35579.571882
281.925036,236,35579.656354
276.082718,243,35579.7504
226.130993,353,35579.944093
272.117119,268,35580.039215
240.86693,238,35580.136392
-72.805112,292,35580.286234
268.184858,162,35580.33264
257.016153,253,35580.447825
275.51192,541,35580.723993
278.830912,205,35580.783238
280.214947,166,35580.829562
-361.403558,310,35580.964609
283.801823,196,35581.010943
237.924682,255,35581.130569
247.533595,698,35582.617932
-176.960125,190,35582.679807
270.444663,340,35582.817741
285.625422,217,35582.879133
267.403679,325,35582.989694
263.942381,216,35583.050941
230.920213,160,35583.090263
-147.434838,288,35583.258752
270.147237,254,35583.368276
271.313191,204,35583.42344
-208.295533,277,35583.521354
225.906598,470,35583.853113
241.652501,182,35583.90595
214.058629,352,35584.069838
253.031698,197,35584.131732
213.979107,262,35589.413703
237.919982,384,35589.672093
12.068119,119,35589.696868
124.949659,555,35590.036012
252.554529,327,35590.193553
205.63006,275,35590.309412
277.03029,182,35590.350803
266.861029,194,35590.40263
200.81114,263,35590.501292
255.71349,198,35590.565931
257.096645,200,35590.620879
195.201719,303,35590.7708
190.045803,372,35590.999233
283.771317,190,35591.044378
216.589267,489,35591.362537
202.689535,290,35595.824416
211.219303,377,35596.022755
218.647839,480,35596.364245
-247.951234,384,35596.531871
310.563969,220,35596.591407
250.019814,266,35596.678366
250.645157,271,35596.77617
209.129819,248,35596.85497
254.661884,229,35596.918813
184.019943,331,35597.100767
276.398458,218,35597.163593
250.355718,316,35597.310053
287.114293,330,35597.438058
-258.333763,241,35597.524099
279.622389,189,35597.577937
295.430527,201,35598.92123
-217.083117,263,35599.044678
163.419647,489,35599.422827
181.422712,314,35599.57922
-26.290829,231,35599.651976
-3.785372,188,35599.705513
220.343585,275,35599.836064
-51.979173,147,35599.868697
176.719581,302,35600.034142
246.438287,284,35600.151505
312.776384,226,35600.227059
-180.940247,199,35600.289229
265.858893,613,35600.759136
202.671038,268,35600.90236
-202.641287,298,35601.043684
206.163419,184,35606.892595
235.386287,240,35606.970948
-178.48628,244,35607.04299
212.713468,298,35607.176746
236.570711,188,35607.23233
250.442382,239,35607.326376
-184.631377,270,35607.440207
162.833504,348,35607.57965
233.357504,179,35607.635553
227.977604,256,35607.723347
-27.86432,143,35607.754443
200.751129,391,35608.035355
262.913102,278,35608.161517
268.625643,220,35608.221689
286.621048,234,35608.308162
199.361185,344,35612.355918
206.319286,304,35612.524216
171.201952,365,35612.718205
-3.260561,291,35612.838032
244.409023,319,35613.000368
206.529392,287,35613.122851
270.114077,262,35613.230816
-34.378242,213,35613.304694
-83.169765,728,35613.699352
281.032364,859,35614.321526
-202.651104,302,35614.475095
208.181546,297,35614.610044
177.772388,558,35615.333068
173.033063,416,35615.562582
167.992858,354,35615.728421
283.743029,180,35619.662654
242.808226,221,35619.737083
210.628615,422,35620.005395
294.044848,129,35620.034786
-37.445034,197,35620.100205
199.314613,406,35620.2871
265.376389,231,35620.366544
-192.457042,198,35620.419614
-64.820916,140,35620.453611
244.769848,356,35620.600317
234.054421,190,35620.660595
8.273028,245,35620.756515
272.800468,200,35620.825963
297.90678,285,35620.926113
220.148576,224,35621.000746
258.701765,186,35622.297035
21.927108,149,35622.339294
186.832392,276,35622.44994
238.983386,179,35622.49155
143.506183,641,35622.909043
216.021004,218,35622.989463
226.286967,218,35623.047427
295.880801,548,35623.291353
-26.160781,246,35623.378929
255.372982,326,35623.549918
289.869177,294,35623.646423
287.030046,178,35623.695407
265.157655,237,35623.767646
255.355841,238,35623.839038
237.632757,270,35623.939631
279.637928,527,35632.610261
296.000639,182,35632.664509
93.285354,1000,35633.08008
157.497561,1000,35633.814142
205.730685,350,35633.994022
214.808032,372,35634.193403
205.619905,298,35634.346897
252.841738,293,35634.434799
268.370252,195,35634.49824
268.396809,203,35634.547888
-107.440987,279,35634.640594
196.696594,221,35634.70697
288.870183,222,35634.780159
292.86325,829,35635.383686
185.843211,314,35635.566745
272.026488,424,35636.911529
262.787233,165,35636.949155
240.303636,221,35637.023054
245.185586,299,35637.164748
157.340139,1000,35637.901667
191.099396,298,35638.0377
217.790125,408,35638.253235
232.454977,201,35638.323303
186.936148,351,35638.521626
272.71434,258,35638.61397
121.380987,1000,35639.084158
211.388198,351,35639.286674
312.48644,169,35639.328428
241.514965,238,35639.409895
301.813108,196,35639.459478
245.075659,189,35643.784119
-23.762988,207,35643.846757
-208.649686,246,35643.918737
306.107933,206,35643.973962
236.063975,237,35644.050247
264.750311,215,35644.103081
214.943543,236,35644.185912
259.260212,226,35644.251759
-275.463792,244,35644.328244
248.735304,283,35644.464235
121.284783,1000,35645.64302
189.788624,280,35645.756232
259.488328,320,35645.91731
302.312892,224,35645.989705
227.254236,252,35646.071344
206.577943,335,35650.185414
47.083109,151,35650.225265
222.264422,230,35650.289921
23.351132,304,35650.431109
228.6382,353,35650.610361
209.726527,245,35650.711717
185.362569,321,35650.876669
254.869985,199,35650.928511
-26.387808,255,35651.034149
183.083544,343,35651.24389
-3.436507,310,35651.400904
28.242693,140,35651.435344
224.033541,812,35651.958381
-21.000048,317,35652.103452
243.068102,181,35652.162521
288.328721,183,35656.186757
317.467685,197,35656.249519
274.465101,186,35656.303873
116.068127,1000,35656.920758
140.856676,1000,35657.679202
-85.342115,311,35657.833746
289.105677,303,35657.994277
7.962809,126,35658.024139
251.49149,324,35658.175752
216.673361,226,35658.23971
-141.009498,481,35658.439187
266.449648,194,35658.493434
192.412853,302,35658.635159
-52.772013,190,35658.685655
20.317406,218,35658.764666
254.120223,219,35662.351704
157.746829,437,35662.685626
184.980389,681,35663.118993
189.589154,346,35663.295497
225.641794,875,35664.056599
10.573542,1000,35666.77737
253.242115,337,35666.905862
160.227891,599,35667.329159
10.233059,1000,35668.795174
225.249862,166,35668.841259
254.965344,340,35669.005383
239.212123,382,35669.307251
241.206892,229,35669.387935
280.508692,173,35669.436814
290.670726,219,35669.504719
-51.890272,291,35673.558364
249.685355,346,35673.720637
-240.199866,271,35673.852993
249.615731,212,35673.930179
266.65074,790,35674.571806
228.357622,316,35674.743804
232.828377,477,35674.992894
242.186537,423,35675.278919
242.637564,699,35675.965456
-223.341725,359,35676.171745
268.842915,246,35676.265297
258.935539,592,35676.560519
254.908221,230,35676.653416
201.673693,169,35676.706943
216.914411,452,35676.972269
-182.688456,332,35679.681819
207.231593,468,35679.995766
254.592317,226,35680.089065
106.295677,1000,35681.171931
4.420772,209,35681.252218
278.994424,190,35681.316001
192.595513,473,35681.617838
215.720799,262,35681.734175
259.241245,258,35681.831398
268.946045,281,35681.915974
230.91892,286,35682.047475
278.983503,220,35682.133101
267.84112,226,35682.227569
-169.246697,258,35682.323825
213.169833,283,35682.435642
271.846064,271,35683.597333
269.380436,200,35683.669595
285.505447,208,35683.731435
249.997235,368,35683.929458
160.919353,1000,35684.723031
247.455997,452,35685.016786
279.773691,316,35685.176981
247.296291,212,35685.255894
-184.144138,705,35685.981405
226.197845,414,35686.350609
234.304275,452,35686.566385
266.082111,312,35686.705815
200.208866,369,35686.992688
259.454356,265,35687.108822
259.067575,194,35687.162497
180.023211,1000,35694.114918
231.760124,181,35694.17589
197.083688,181,35694.228466
280.504259,344,35694.376526
-222.208124,311,35694.486027
-241.451582,244,35694.583314
-278.4991,383,35694.738219
271.810465,173,35694.785718
252.421057,316,35694.931787
-249.368995,361,35695.096626
150.924452,385,35695.35808
254.863269,242,35695.435453
-25.555978,264,35695.53762
239.255673,230,35695.612973
121.052874,1000,35696.185956
214.896378,201,35700.193894
205.149044,260,35700.301385
23.792417,325,35700.477398
272.401528,189,35700.536799
186.500516,1000,35701.511679
293.951949,209,35701.588199
29.946569,1000,35702.147862
171.987558,278,35702.273053
-22.056075,263,35702.37759
279.578729,229,35702.462506
-234.740411,238,35702.571239
269.417841,222,35702.653353
-41.714879,294,35702.771461
242.636475,594,35703.196711
132.622078,613,35703.684743
274.509384,218,35704.661792
185.142927,517,35705.15688
-289.537314,246,35705.250928
197.1795,362,35705.496093
169.559087,500,35705.90873
29.806443,169,35705.953238
182.307925,1000,35706.872823
266.286096,214,35706.931616
278.14356,269,35707.036729
234.104649,190,35707.098472
145.521934,1000,35708.046416
283.847434,200,35708.114439
208.476499,205,35708.18247
-1.428327,133,35708.212504
213.139522,400,35708.412943
37.394429,386,35715.231832
2.468976,148,35715.268194
119.059631,1000,35716.336313
244.279137,321,35716.488837
-59.708175,117,35716.514745
16.911332,1000,35717.72032
257.42893,216,35717.793518
275.559921,212,35717.86378
247.5207,270,35717.975452
185.139431,282,35718.094163
83.199789,160,35718.135416
180.088889,314,35718.253456
-25.992521,245,35718.325677
20.053911,194,35718.384644
263.993128,214,35718.450665
250.898433,206,35721.830459
0.404029,186,35721.882675
210.906706,422,35722.205735
144.373836,398,35722.49163
223.754851,328,35722.684194
233.127943,191,35722.734421
27.959679,203,35722.784033
264.310934,202,35722.836297
39.210462,158,35722.877597
252.54785,298,35723.008675
226.322458,255,35723.107012
244.065986,233,35723.175546
234.140397,284,35723.332367
234.595348,350,35723.591793
246.961664,250,35723.711454
230.466374,225,35725.321663
227.945149,384,35725.512328
324.664886,180,35725.569453
268.054069,218,35725.633718
259.419781,309,35725.770891
222.178503,213,35725.840948
297.481117,195,35725.903818
270.929372,228,35726.000307
262.625188,249,35726.109191
264.374078,225,35726.183761
244.886702,284,35726.293924
-110.206696,852,35726.842682
268.075193,306,35726.97027
223.334856,404,35727.181872
259.856933,526,35727.678577
209.615287,358,35734.187773
233.582528,375,35734.474297
311.638866,225,35734.554411
248.198052,618,35735.23789
-50.859293,223,35735.311792
135.46061,1000,35736.380626
259.611881,278,35736.518171
208.747641,409,35736.892587
169.847981,320,35737.055658
294.684103,262,35737.173215
241.573586,213,35737.238702
203.524128,442,35737.697671
233.619624,334,35737.868078
268.20253,272,35737.993885
226.936154,282,35738.133565
245.223296,350,35742.435261
-57.204439,124,35742.464504
221.037195,186,35742.531807
297.743781,201,35742.590796
266.90091,268,35742.698323
235.763544,211,35742.766269
157.959907,1000,35743.834006
233.396351,198,35743.895983
-42.178188,167,35743.949568
256.974942,282,35744.101696
253.477641,284,35744.208421
272.26952,236,35744.301846
205.529246,205,35744.360899
116.245634,1000,35745.797889
285.627416,213,35745.873567
-1.813586,152,35749.934364
277.031776,266,35750.035421
238.106722,318,35750.195083
263.759853,262,35750.296021
-165.019134,182,35750.3489
263.394496,237,35750.436947
-195.436275,192,35750.490336
213.946613,274,35750.608284
275.331591,293,35750.744926
249.042947,916,35751.825871
284.961331,251,35751.921594
262.744133,195,35751.985385
-199.672329,197,35752.043882
234.539591,766,35752.65571
257.720353,261,35752.745143
-190.766781,182,35754.147872
190.260921,250,35754.26719
263.154652,325,35754.390748
246.549173,258,35754.511584
203.961791,315,35754.636334
294.367155,207,35754.719521
-182.190302,183,35754.766501
-2.049956,1000,35756.833447
271.61602,260,35756.920839
293.46035,266,35757.042138
211.953609,277,35757.167094
214.307605,266,35757.283622
221.29719,352,35757.512967
277.336223,223,35757.59121
253.442191,257,35757.695968
272.590373,225,35764.323429
270.030884,251,35764.420727
161.041619,889,35764.975481
195.638021,510,35765.344053
269.906832,209,35765.416329
260.305272,244,35765.507836
246.148942,380,35765.736055
-59.128597,484,35765.983844
206.419028,636,35766.400027
268.266717,218,35766.467863
259.057587,223,35766.549411
232.022757,257,35766.661751
298.041467,342,35766.863672
261.337662,238,35766.948334
253.502267,265,35767.078981
